subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,days_overdue
S-22c66b,A-49b828,2024-02-17,,Basic,24,456,5472,False,False,False,False,monthly,True,0
S-2f9bef,A-cc1d8d,2024-12-08,,Enterprise,5,995,11940,False,False,False,False,annual,True,0
S-88f1be,A-5a215a,2024-07-10,,Pro,87,4263,51156,False,True,False,False,annual,True,0
S-891976,A-95b24a,2024-09-12,,Basic,38,722,8664,False,True,False,False,monthly,True,0
S-9bc272,A-7da956,2024-07-20,,Pro,13,637,7644,False,False,False,False,annual,True,0
S-58239c,A-87aa7b,2024-05-22,,Pro,24,1176,14112,False,False,False,False,monthly,True,0
S-e6571c,A-0be015,2024-11-03,2024-11-12,Basic,19,361,4332,False,False,False,True,annual,True,0
S-66b994,A-7f4db3,2024-10-29,,Basic,23,0,0,True,False,True,False,annual,True,0
S-8b64df,A-92a333,2023-08-04,,Basic,9,171,2052,False,False,True,False,annual,True,0
S-479d9a,A-463db0,2024-12-12,,Basic,37,703,8436,False,False,False,False,monthly,True,0
S-efe3f6,A-dfbd31,2024-04-27,,Pro,17,833,9996,False,False,False,False,monthly,True,0
S-d3bd2f,A-81edc3,2024-06-08,,Basic,24,456,5472,False,False,False,False,monthly,True,0
S-c8a3f6,A-4e44e8,2024-09-04,,Basic,6,114,1368,False,False,False,False,monthly,False,0
S-34cfad,A-5a3eb9,2023-12-15,,Basic,29,551,6612,False,False,False,False,annual,True,0
S-9b5676,A-1e50e0,2024-03-02,,Pro,98,4802,57624,False,False,False,False,monthly,False,0
S-929a7c,A-328bd0,2023-08-10,,Basic,28,0,0,True,False,False,False,monthly,True,0
S-ce932b,A-a1b80b,2024-08-24,,Pro,16,784,9408,False,False,False,False,annual,False,0
S-d90352,A-f9cc74,2024-12-05,,Enterprise,30,0,0,True,True,False,False,annual,True,0
S-42f3be,A-05f0e5,2024-04-29,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0
S-cdf625,A-c222ab,2024-08-24,,Pro,32,1568,18816,False,False,False,False,monthly,True,0
S-80af39,A-7f29a7,2024-09-26,,Basic,41,779,9348,False,False,False,False,monthly,True,0
S-40d3aa,A-9badbd,2024-08-22,,Basic,103,1957,23484,False,False,False,False,monthly,True,0
S-7e7a73,A-89ee83,2024-12-20,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,0
S-2dc98b,A-5a92e7,2024-11-08,,Pro,9,441,5292,False,False,False,False,annual,True,0
S-bd2ab2,A-186a44,2024-11-23,,Enterprise,47,9353,112236,False,False,False,False,annual,True,0
S-97bc99,A-82861f,2024-05-25,,Pro,46,2254,27048,False,False,False,False,annual,True,0
S-f45fe3,A-02fac6,2024-05-30,,Pro,59,2891,34692,False,False,False,False,monthly,True,0
S-69a7ce,A-58b9ff,2024-07-14,,Pro,6,294,3528,False,False,False,False,annual,True,0
S-d22ebe,A-5a92e7,2024-06-14,,Basic,9,171,2052,False,False,False,False,annual,True,0
S-718116,A-462d45,2024-05-03,,Pro,11,539,6468,False,False,True,False,monthly,True,0
S-fc65aa,A-eb1312,2024-12-27,,Enterprise,25,4975,59700,False,False,False,False,annual,True,0
S-95aaf8,A-781cc0,2024-10-30,,Basic,12,228,2736,False,False,False,False,annual,True,0
S-e9b437,A-0f7d77,2024-11-30,,Pro,11,539,6468,False,False,False,False,monthly,True,0
S-1c06f3,A-53f4e3,2024-11-05,,Basic,13,247,2964,False,False,False,False,annual,True,0
S-108caf,A-6dee43,2023-10-31,,Enterprise,12,2388,28656,False,False,False,False,annual,True,0
S-10a1b5,A-e98302,2024-09-09,,Basic,34,646,7752,False,False,False,False,annual,False,0
S-07399c,A-4e44e8,2024-11-18,,Basic,29,551,6612,False,False,False,False,monthly,True,0
S-3b5eb3,A-6f8ad2,2024-10-07,2024-10-12,Pro,70,0,0,True,True,False,True,annual,True,0
S-5d8b88,A-1d5444,2024-11-25,,Pro,24,1176,14112,False,False,False,False,annual,True,0
S-9f0371,A-313be3,2024-07-03,,Enterprise,47,0,0,True,False,False,False,annual,True,0
S-b45a10,A-313be3,2024-08-14,,Pro,56,2744,32928,False,False,False,False,monthly,False,0
S-302119,A-e1462e,2023-04-03,,Enterprise,15,2985,35820,False,False,True,False,monthly,True,0
S-5b322c,A-1f0636,2024-07-27,,Basic,105,1995,23940,False,False,False,False,annual,True,0
S-8ddc89,A-bd4513,2024-11-27,,Enterprise,50,9950,119400,False,False,False,False,monthly,True,0
S-e57fb8,A-96e141,2023-10-14,,Enterprise,40,0,0,True,False,False,False,monthly,True,0
S-a7da97,A-5790f4,2024-12-25,,Enterprise,63,12537,150444,False,False,False,False,annual,False,0
S-605115,A-bd4513,2024-12-30,,Basic,50,950,11400,False,False,False,False,annual,True,0
S-fcbd92,A-7f29a7,2024-12-21,,Pro,41,2009,24108,False,False,False,False,monthly,True,0
S-a648e7,A-3b5cd1,2024-01-29,,Basic,13,247,2964,False,False,False,False,annual,False,0
S-618471,A-bbc346,2024-10-20,,Enterprise,45,8955,107460,False,False,False,False,monthly,True,0
S-b805b2,A-d77f4c,2024-04-13,,Enterprise,8,1592,19104,False,False,False,False,annual,False,0
S-966ce7,A-a1b80b,2024-04-01,,Enterprise,16,3184,38208,False,False,False,False,annual,True,0
S-57800a,A-f446b6,2024-09-08,,Basic,5,95,1140,False,False,False,False,annual,True,0
S-54daa5,A-94f8c9,2024-12-17,,Enterprise,36,7164,85968,False,False,False,False,annual,True,0
S-85320b,A-71615e,2024-08-21,,Enterprise,15,0,0,True,True,False,False,monthly,True,0
S-317bed,A-53f4e3,2024-10-16,,Basic,18,342,4104,False,False,False,False,monthly,False,0
S-4fc62f,A-6c093d,2024-12-12,,Enterprise,7,0,0,True,False,False,False,annual,True,0
S-fb10b8,A-5a92e7,2024-07-15,,Pro,43,2107,25284,False,False,False,False,annual,True,0
S-09d706,A-6e08f3,2024-07-20,,Pro,8,392,4704,False,False,True,False,monthly,True,0
S-738d4a,A-71615e,2024-12-06,,Pro,15,735,8820,False,False,False,False,annual,True,0
S-b1e72a,A-adc1f3,2024-12-12,,Enterprise,12,2388,28656,False,False,False,False,monthly,True,0
S-1898b3,A-e1462e,2023-07-23,,Basic,28,0,0,True,False,False,False,annual,True,0
S-59d90a,A-aa9511,2024-08-28,2024-11-13,Pro,29,0,0,True,False,False,True,annual,True,0
S-1f505e,A-95b24a,2023-07-30,,Basic,38,722,8664,False,True,False,False,annual,True,0
S-075ffc,A-eb7c38,2024-09-02,2024-12-15,Enterprise,15,2985,35820,False,False,False,True,annual,True,0
S-770f21,A-a8d89d,2024-07-12,,Basic,35,665,7980,False,False,False,False,monthly,True,0
S-e22519,A-f44180,2024-06-17,,Pro,14,686,8232,False,False,False,False,monthly,True,0
S-c419d6,A-6e08f3,2024-02-16,,Enterprise,24,4776,57312,False,False,False,False,annual,False,0
S-78cb5f,A-9badbd,2024-12-07,,Enterprise,7,1393,16716,False,False,False,False,monthly,True,0
S-c545c8,A-c1e51e,2024-10-20,,Basic,7,133,1596,False,False,True,False,monthly,True,0
S-10f143,A-6f8ad2,2024-08-13,,Basic,8,152,1824,False,False,False,False,monthly,True,0
S-8669e4,A-6dee43,2024-08-11,2024-10-23,Pro,55,2695,32340,False,False,False,True,annual,False,0
S-fe77d4,A-fda07f,2024-12-01,,Pro,16,784,9408,False,True,False,False,monthly,True,0
S-c7621b,A-ced9aa,2024-11-23,2024-11-25,Basic,19,361,4332,False,False,False,True,annual,True,0
S-9d8ac4,A-313be3,2024-09-29,,Basic,47,0,0,True,False,False,False,annual,True,0
S-1a20b6,A-1e6fc3,2024-04-01,,Pro,5,245,2940,False,False,False,False,monthly,True,0
S-7077ab,A-fda07f,2024-12-30,,Basic,14,266,3192,False,False,False,False,monthly,True,0
S-aa751f,A-86fc1d,2024-10-16,,Basic,37,703,8436,False,False,False,False,monthly,True,0
S-886184,A-7c83a1,2024-09-20,,Enterprise,17,0,0,True,False,False,False,annual,True,0
S-46a7eb,A-e19ff6,2024-10-05,,Enterprise,43,0,0,True,False,False,False,monthly,True,0
S-e2981a,A-7f4db3,2024-11-06,,Enterprise,18,3582,42984,False,False,False,False,annual,True,0
S-d471c6,A-a6d261,2024-07-16,,Basic,9,171,2052,False,False,False,False,monthly,True,0
S-c59b3b,A-781cc0,2024-09-18,,Enterprise,12,2388,28656,False,False,False,False,annual,True,0
S-7e8bd4,A-ac14bb,2024-03-26,,Basic,27,513,6156,False,False,False,False,monthly,True,0
S-cc771c,A-81edc3,2024-06-08,,Pro,41,2009,24108,False,True,False,False,monthly,False,0
S-af6284,A-30b4ca,2024-05-27,,Enterprise,86,17114,205368,False,False,False,False,annual,True,0
S-87d801,A-443b7c,2024-09-16,,Pro,5,245,2940,False,False,False,False,monthly,True,0
S-74bda1,A-dfbd31,2024-06-17,,Basic,14,0,0,True,False,False,False,annual,False,0
S-a4a6c9,A-86fc1d,2024-08-16,,Enterprise,28,5572,66864,False,True,False,False,monthly,True,0
S-67acc8,A-f9cc74,2024-11-09,,Pro,30,0,0,True,False,False,False,monthly,True,0
S-1a93b8,A-5a92e7,2024-10-03,,Enterprise,19,0,0,True,False,False,False,annual,False,0
S-cc3f3d,A-94f8c9,2024-10-19,,Enterprise,17,3383,40596,False,False,False,False,annual,False,0
S-fa92c5,A-443b7c,2024-10-01,,Pro,84,4116,49392,False,False,False,False,monthly,True,0
S-2d0d53,A-fe79a5,2024-09-06,,Enterprise,23,4577,54924,False,False,False,False,annual,True,0
S-58b1a2,A-67be94,2024-06-20,,Enterprise,52,10348,124176,False,False,False,False,monthly,True,0
S-65ec6b,A-ac14bb,2024-03-15,2024-10-20,Enterprise,35,6965,83580,False,False,False,True,monthly,True,0
S-aa78ed,A-6e08f3,2024-02-29,,Pro,18,0,0,True,True,False,False,monthly,False,0
S-e781ba,A-53f4e3,2024-06-17,,Pro,19,931,11172,False,False,False,False,monthly,False,0
S-61fa27,A-5a3eb9,2024-10-30,,Basic,21,399,4788,False,False,False,False,annual,False,0
S-4f5c94,A-6dee43,2023-10-22,,Basic,6,114,1368,False,False,False,False,annual,True,0
S-4a0cb3,A-a1b80b,2024-05-16,2024-08-04,Enterprise,22,0,0,True,False,False,True,monthly,True,0
S-77c880,A-40906c,2024-12-01,,Pro,92,4508,54096,False,False,False,False,annual,True,0
S-f8ee6e,A-ed510f,2023-04-19,,Enterprise,42,0,0,True,False,False,False,monthly,True,0
S-611bf8,A-df10db,2023-09-08,,Enterprise,2,398,4776,False,False,False,False,annual,True,0
S-e09e04,A-fda07f,2024-08-24,,Enterprise,14,2786,33432,False,True,False,False,annual,True,0
S-5f8ad0,A-dfbd31,2024-08-08,,Basic,24,456,5472,False,False,False,False,annual,True,0
S-535bd1,A-d792a6,2023-03-18,,Pro,9,0,0,True,False,False,False,monthly,False,0
S-42bbe0,A-2e3bad,2024-10-09,,Basic,61,0,0,True,False,False,False,annual,True,0
S-09076d,A-87aa7b,2024-12-23,,Pro,51,2499,29988,False,True,False,False,monthly,True,0
S-f9a56a,A-0be015,2024-11-19,,Basic,24,456,5472,False,False,False,False,monthly,False,0
S-329803,A-1f0ac7,2024-04-29,,Basic,34,646,7752,False,False,False,False,monthly,False,0
S-f9469c,A-781cc0,2024-09-04,,Enterprise,12,2388,28656,False,True,False,False,monthly,True,0
S-f7b2fc,A-f446b6,2024-07-25,2024-10-13,Enterprise,13,2587,31044,False,False,False,True,monthly,True,0
S-7c635b,A-92a333,2023-08-15,,Enterprise,33,6567,78804,False,False,False,False,annual,True,0
S-NIMBUS,A-NIMBUS,2024-01-15,,Enterprise,45,3000,36000,False,False,False,False,monthly,True,0
S-VERTEX,A-VERTEX,2024-03-01,,Pro,12,1500,18000,False,False,False,False,monthly,True,14
S-ORION,A-ORION,2023-06-10,,Enterprise,85,8500,102000,False,False,True,False,annual,True,0
